date,ville,magasin,transaction_id,client_id,sexe,age_client,categorie,produit,prix_unitaire,quantite,remise_pct,moyen_paiement
2024-02-13,Fes,C,T001943,C1666,M,43,Maison,Lampe,1030.83,2,0,Carte
2024-11-28,Casablanca,C,T001944,C1353,F,44,Vetements,Veste,469.92,3,5,En ligne
2024-09-25,Fes,C,T001945,C1504,M,52,Maison,Coussin,509.91,2,0,Carte
2024-04-08,Tanger,D,T001946,C1432,M,38,Electronique,Clavier,2287.79,1,5,Carte
2024-02-08,Marrakech,C,T001947,C1680,F,46,Beaute,Parfum,88.7,2,0,carte
2024-08-15,Casablanca,B,T001948,C1284,M,39,Electronique,Ecouteurs,3415.14,4,0,Especes
2024-07-07,Tanger,B,T001949,C1628,,37,Alimentation,The,151.4,2,0,En ligne
2024-07-14,Agadir,C,T001950,C1277,M,34,Maison,Lampe,586.61,2,0,Carte
2024-07-17,Rabat,D,T001951,C1459,M,36,Electronique,Ecouteurs,1268.33,1,0,Especes
2024-01-02,Agadir,C,T001952,C1546,M,35,Electronique,Souris,1935.53,1,0,En ligne
2024-06-20,Casablanca,D,T001953,C1324,M,39,Sports,Tapis Yoga,869.76,1,5,Especes
2024-02-03,Casablanca,A,T001954,C1499,F,41,Beaute,Savon,152.91,2,10,carte
2024-05-07,Fes,D,T001955,C1358,F,39,Maison,Lampe,1033.37,1,15,Carte
2024-03-27,Rabat,C,T001956,C1402,M,53,Sports,Raquette,1037.17,2,5,Especes
2024-04-17,Rabat,B,T001957,C1580,F,33,Beaute,Parfum,95.43,2,0,Carte
2024-04-14,Fes,A,T001958,C1596,F,40,Sports,Chaussures Running,1250.98,1,15,Especes
2024-10-20,Rabat,A,T001959,C1292,F,31,Electronique,Casque,468.38,2,10,Carte
2024-02-25,Tanger,A,T001960,C1573,M,33,Electronique,Ecouteurs,1687.6,1,10,Especes
2024-08-23,Agadir,B,T001961,C1615,M,17,Sports,Raquette,1068.87,1,0,Especes
2024-06-14,Fes,D,T001962,C1388,F,27,Beaute,Maquillage,538.91,2,0,Especes
2024-07-12,Fes,D,T001963,C1682,M,32,Alimentation,Cereales,214.56,2,0,Especes
2024-02-24,Casablanca,B,T001964,C1649,F,48,Electronique,Clavier,1076.43,1,15,En-ligne
2024-07-20,Tanger,A,T001965,C1439,F,40,Alimentation,Riz,180.68,1,5,Carte
2024-11-04,Marrakech,C,T001966,C1166,M,41,Alimentation,The,181.41,1,10,En ligne
2024-11-27,Agadir,D,T001967,C1062,F,42,Vetements,Jean,233.53,2,5,En ligne
2024-09-21,Agadir,C,T001968,C1430,F,33,Beaute,Maquillage,352.2,1,10,Especes
2024-05-26,Marrakech,D,T001969,C1134,M,26,Sports,Tapis Yoga,1438.35,1,5,En ligne
2024-04-03,Agadir,C,T001970,C1634,M,33,Sports,Ballon,199.89,2,0,Especes
2024-10-20,Agadir,B,T001971,C1572,F,45,Alimentation,Riz,23.04,1,0,Especes
2024-04-02,Rabat,D,T001972,C1663,F,32,Sports,Tapis Yoga,463.24,1,0,En ligne
2024-08-04,Agadir,C,T001973,C1544,M,21,Beaute,Maquillage,196.07,4,10,Carte
2024-01-26,Casablanca,E,T001974,C1433,M,22,Alimentation,Huile,124.04,2,15,En ligne
2024-05-13,Tanger,B,T001975,C1008,M,36,Electronique,Smartphone,838.88,1,10,En ligne
2024-07-04,Agadir,C,T001976,C1368,F,34,Vetements,Chaussures,138.15,2,0,Carte
2024-02-17,Tanger,D,T001977,C1376,F,40,Alimentation,Pates,38.38,1,10,Carte
2024-01-20,Agadir,C,T001978,C1373,F,55,Vetements,T-shirt,288.63,2,0,En ligne
2024-09-10,Marrakech,B,T001979,C1418,F,44,Vetements,T-shirt,744.76,1,10,Carte
2024-09-30,Rabat,B,T001980,C1463,F,16,Vetements,T-shirt,362,2,10,En ligne
2024-05-20,Fes,B,T001981,C1122,M,22,Electronique,Smartphone,1870.9,1,5,En ligne
2024-03-15,Agadir,B,T001982,C1111,F,42,Alimentation,Huile,128.08,1,0,En ligne
2024-02-29,Casablanca,A,T001983,C1666,F,19,Beaute,Shampooing,480.1,3,0,En ligne
2024-02-04,Tanger,C,T001984,C1091,M,16,Maison,Miroir,79.2,2,0,Carte
2024-07-31,Casablanca,D,T001985,C1559,F,19,Beaute,Maquillage,63.14,1,5,En ligne
2024-05-20,Rabat,C,T001986,C1656,F,36,Alimentation,Riz,23.35,1,5,En ligne
2024-03-29,Agadir,B,T001987,C1520,M,33,Alimentation,The,200.69,3,5,En ligne
2024-04-12,Rabat,A,T001988,C1041,M,27,Sports,Ballon,251.78,1,,Especes
2024-03-17,Rabat,C,T001989,C1049,F,33,Alimentation,Cafe,105.66,2,0,Carte
2024-04-21,Casablanca,E,T001990,C1157,F,,Vetements,Chaussures,112.54,4,5,Especes
2024-04-21,Rabat,D,T001991,C1274,F,21,Maison,Chaise,648.44,3,0,Carte
2024-05-08,Rabat,D,T001992,C1274,F,50,Sports,Ballon,347.83,2,0,Especes
2024-07-12,Rabat,C,T001993,C1675,M,17,Sports,Raquette,1369.28,1,0,carte
2024-08-30,Casablanca,E,T001994,C1086,M,26,Alimentation,Riz,41.49,1,0,Carte
2024-03-08,Tanger,C,T001995,C1376,M,46,Alimentation,Cafe,62.06,2,0,En ligne
2024-04-08,Tanger,C,T001996,C1070,F,41,Maison,Chaise,1315,1,0,En ligne
2024-02-03,Casablanca,D,T001997,C1279,F,28,Electronique,Casque,1905.97,1,10,Carte
2024-07-04,Tanger,E,T001998,C1372,M,35,Maison,Lampe,62.5,2,5,Especes
2024-04-06,Casablanca,A,T001999,C1154,M,30,Sports,Ballon,435.24,2,0,Carte
2024-03-07,Tanger,B,T002000,C1085,M,28,Vetements,T-shirt,863.03,1,10,Carte
2024-10-04,Rabat,D,T002001,C1155,M,32,Alimentation,Pates,18.39,2,0,Carte
2024-09-15,Fes,C,T002002,C1409,F,35,Electronique,Smartphone,3349.87,2,0,Carte
2024-11-03,Rabat,E,T002003,C1486,F,21,Maison,Lampe,520.53,2,10,Carte
2024-01-03,Fes,C,T002004,C1495,M,31,Electronique,Casque,1078.26,1,10,En ligne
2024-11-15,Marrakech,B,T002005,C1107,F,33,Beaute,Creme,531.44,2,0,En ligne
2024-11-26,Tanger,A,T002006,C1181,M,30,Alimentation,Riz,185.48,2,0,Carte
2024-09-13,Marrakech,E,T002007,C1488,M,28,Alimentation,Cereales,83.75,1,,Carte
2024-06-15,Rabat,B,T002008,C1453,F,53,Sports,Halteres,1526.94,1,0,Carte
2024-12-20,Tanger,E,T002009,C1113,M,46,Beaute,Parfum,538.43,1,5,Carte
2024-09-04,Agadir,E,T002010,C1508,M,27,Maison,Tapis,764.2,1,0,En ligne
2024-09-17,Casablanca,D,T002011,C1150,,25,Electronique,Tablette,647.07,1,0,Especes
2024-06-12,Tanger,B,T002012,C1450,F,28,Electronique,Ecouteurs,2086.3,1,10,Carte
2024-01-09,Casablanca,A,T002013,C1502,F,36,Vetements,Robe,727.14,1,0,Especes
2024-01-29,Tanger,D,T002014,C1668,F,30,Alimentation,The,124.31,2,10,Carte
2024-01-02,Fes,A,T002015,C1527,M,40,Electronique,Souris,2826.91,2,0,Especes
2024-04-10,Agadir,C,T002016,C1639,M,35,Electronique,Souris,879.78,2,0,En ligne
2024-03-19,Agadir,C,T002017,C1279,F,40,Vetements,Chaussures,231.52,1,,Carte
2024-08-29,Rabat,D,T002018,C1364,F,41,Maison,Lampe,511.11,2,0,Especes
2024-07-06,Casablanca,A,T002019,C1235,F,21,Beaute,Parfum,399.47,1,5,En ligne
2024-12-19,Casablanca,A,T002020,C1216,F,44,Electronique,Clavier,601.06,2,,En ligne
2024-10-10,Agadir,B,T002021,C1311,M,35,Alimentation,Riz,117.75,3,5,Carte
2024-07-20,Fes,D,T002022,C1448,M,46,Beaute,Savon,550.56,1,10,Especes
2024-05-25,Marrakech,D,T002023,C1016,F,31,Alimentation,Cereales,39.75,1,5,Especes
2024-07-22,Fes,D,T002024,C1237,F,32,Vetements,Chaussures,157.23,2,10,Carte
2024-09-27,Marrakech,B,T002025,C1124,M,38,Beaute,Savon,296.87,1,15,Carte
2024-10-13,Fes,C,T002026,C1650,F,50,Sports,Tapis Yoga,737.31,2,10,Especes
2024-03-11,Agadir,B,T002027,C1225,M,52,Maison,Chaise,1146.59,2,10,En ligne
2024-11-13,Fes,E,T002028,C1043,F,35,Alimentation,Pates,98.44,2,0,En-ligne
2024-02-27,Rabat,C,T002029,C1451,F,38,Electronique,Tablette,293.42,1,0,Carte
2024-04-17,Agadir,A,T002030,C1624,M,42,Beaute,Savon,576.38,1,10,En ligne
2024-05-09,Fes,C,T002031,C1055,M,37,Vetements,Veste,752.99,3,10,En ligne
2024-01-09,Rabat,C,T002032,C1529,M,51,Electronique,Tablette,255.6,1,0,Especes
2024-07-24,Fes,C,T002033,C1362,F,43,Electronique,Ecouteurs,1444.92,1,0,En ligne
2024-03-28,Casablanca,A,T002034,C1390,F,22,Vetements,Sweat,352.45,1,5,Especes
2024-05-06,Rabat,B,T002035,C1101,M,35,Beaute,Parfum,638.28,1,,Carte
2024-01-19,Marrakech,D,T002036,C1456,M,26,Electronique,Tablette,363.42,1,0,Carte
2024-09-18,Rabat,C,T002037,C1498,F,59,Vetements,Chaussures,400.51,2,5,En ligne
2024-09-08,Marrakech,B,T002038,C1329,M,,Alimentation,The,212.01,3,,Carte
2024-07-23,Tanger,E,T002039,C1244,M,39,Alimentation,Pates,195.59,2,10,Carte
2024-01-20,Fes,C,T002040,C1040,F,33,Vetements,Robe,617.97,2,0,Carte
2024-04-01,Rabat,E,T002041,C1409,M,48,Alimentation,Huile,86.49,2,0,En ligne
2024-01-02,Rabat,A,T002042,C1020,M,19,Alimentation,Huile,212.46,2,0,Especes
2024-11-28,Marrakech,B,T002043,C1165,M,35,Alimentation,Huile,97.37,1,10,Especes
2024-09-09,Rabat,D,T002044,C1507,F,,Alimentation,The,211.59,1,10,Carte
2024-04-26,Agadir,A,T002045,C1369,F,40,Vetements,Veste,442.63,3,0,En ligne
2024-08-01,Marrakech,A,T002046,C1448,F,32,Maison,Chaise,380.67,1,5,Carte
2024-11-14,Tanger,C,T002047,C1648,F,34,Vetements,Sweat,405.34,1,0,Especes
2024-09-06,Casablanca,E,T002048,C1490,M,33,Beaute,Parfum,337.75,1,15,Carte
2024-01-07,Rabat,D,T002049,C1270,M,,Sports,Tapis Yoga,696.7,1,0,Carte
2024-11-15,Fes,B,T002050,C1622,M,25,Alimentation,Cafe,134.67,1,0,En ligne
2024-04-11,Casablanca,E,T002051,C1622,F,,Beaute,Parfum,603.14,3,0,En ligne
2024-05-09,Rabat,B,T002052,C1670,M,32,Alimentation,Pates,180.95,1,0,En ligne
2024-08-02,Tanger,E,T002053,C1660,F,16,Alimentation,Pates,53.32,1,10,En-ligne
2024-05-07,Casablanca,E,T002054,C1312,M,28,Electronique,Ecouteurs,3095.84,4,10,Especes
2024-01-11,Tanger,D,T002055,C1663,M,45,Alimentation,Pates,78.87,1,5,En ligne
2024-10-10,Rabat,E,T002056,C1126,,33,Maison,Coussin,248.03,1,5,En ligne
2024-01-31,Fes,D,T002057,C1364,F,44,Vetements,Sweat,182.24,1,0,Especes
2024-09-04,Rabat,B,T002058,C1162,F,22,Alimentation,The,74.91,2,0,Especes
2024-07-28,Tanger,A,T002059,C1693,F,25,Alimentation,Huile,46.86,3,10,En ligne
2024-10-14,Tanger,C,T002060,C1015,M,41,Alimentation,Cereales,40.79,2,10,carte
2024-01-04,Tanger,B,T002061,C1403,M,29,Maison,Lampe,865.57,1,5,Especes
2024-02-16,Rabat,B,T002062,C1487,M,36,Electronique,Ecouteurs,2913.13,1,15,En ligne
2024-09-07,Rabat,B,T002063,C1211,F,31,Vetements,Chaussures,202.82,1,5,Carte
2024-03-04,Tanger,B,T002064,C1202,M,41,Alimentation,Riz,12.88,3,10,Especes
2024-10-13,Rabat,A,T002065,C1669,M,34,Maison,Lampe,794.62,3,10,Carte
2024-03-04,Marrakech,A,T002066,C1499,F,31,Vetements,Jean,685.94,1,0,Especes
2024-06-20,Casablanca,C,T002067,C1235,M,42,Electronique,Tablette,1363.18,2,10,Especes
2024-03-05,Tanger,D,T002068,C1040,F,35,Sports,Velo appartement,123.83,1,10,Especes
2024-04-22,Agadir,B,T002069,C1131,M,28,Alimentation,Cereales,113.56,2,0,Especes
2024-01-30,Marrakech,A,T002070,C1212,M,39,Alimentation,Riz,131.26,2,15,Carte
2024-08-23,Rabat,C,T002071,C1646,M,21,Maison,Miroir,502.92,1,0,Carte
2024-03-30,Casablanca,D,T002072,C1566,F,43,Maison,Chaise,610.65,2,0,Carte
2024-04-21,Tanger,A,T002073,C1242,M,29,Alimentation,Huile,32.15,2,0,En ligne
2024-01-14,Casablanca,D,T002074,C1063,F,16,Maison,Chaise,1355.05,1,0,En ligne
2024-03-18,Rabat,A,T002075,C1257,F,68,Vetements,Robe,861.05,2,0,Carte
2024-11-25,Agadir,D,T002076,C1172,M,21,Vetements,Veste,350.37,1,0,Carte
2024-05-24,Agadir,A,T002077,C1510,F,23,Beaute,Creme,302.54,1,0,Carte
2024-08-05,Marrakech,B,T002078,C1542,M,41,Sports,Chaussures Running,1152.12,3,15,Especes
2024-07-20,Marrakech,E,T002079,C1016,F,30,Maison,Coussin,594.46,2,0,Carte
2024-05-11,Agadir,A,T002080,C1215,M,43,Vetements,Jean,213.48,1,10,CB
2024-10-23,Rabat,E,T002081,C1313,F,,Sports,Raquette,1493.98,2,,En ligne
2024-09-14,Casablanca,C,T002082,C1363,M,26,Alimentation,Cafe,132.66,4,0,Carte
2024-02-21,Rabat,C,T002083,C1397,M,20,Alimentation,Cereales,72.68,1,5,Especes
2024-03-09,Tanger,C,T002084,C1100,M,16,Vetements,Chaussures,317.64,2,0,En ligne
2024-01-25,Marrakech,E,T002085,C1296,F,22,Vetements,Sweat,836.19,1,0,En ligne
2024-01-09,Agadir,B,T002086,C1191,M,39,Vetements,Jean,671.48,1,5,En ligne
2024-01-22,Casablanca,E,T002087,C1116,F,29,Sports,Raquette,1757.95,1,0,En ligne
2024-11-15,Casablanca,E,T002088,C1455,F,27,Sports,Ballon,474.91,1,0,En-ligne
2024-12-15,Marrakech,D,T002089,C1343,F,32,Alimentation,Pates,212.02,2,0,Especes
2024-02-26,Fes,E,T002090,C1200,M,55,Electronique,Clavier,979.67,2,15,Carte
2024-03-18,Tanger,C,T002091,C1564,M,33,Sports,Raquette,148.38,2,15,Especes
2024-04-05,Fes,A,T002092,C1645,F,25,Sports,Chaussures Running,563.21,1,0,Carte
2024-08-24,Fes,A,T002093,C1098,F,34,Vetements,Chaussures,577.29,2,0,Especes
2024-11-02,Agadir,A,T002094,C1626,M,41,Maison,Tapis,149.25,1,15,Especes
2024-09-20,Rabat,D,T002095,C1528,F,25,Electronique,Clavier,1110.32,2,0,Carte
2024-02-12,Tanger,B,T002096,C1625,F,31,Maison,Miroir,992.23,2,0,Especes
2024-08-22,Agadir,B,T002097,C1183,F,46,Vetements,Chaussures,675.39,2,0,En ligne
2024-11-12,Agadir,D,T002098,C1405,M,22,Maison,Table,938.69,2,0,En ligne
2024-02-01,Tanger,C,T002099,C1016,M,30,Maison,Coussin,575.24,2,0,CB
2024-11-19,Casablanca,E,T002100,C1698,M,28,Beaute,Creme,640.32,1,,En ligne
2024-05-16,Fes,B,T002101,C1252,F,43,Maison,Lampe,985.32,1,0,En ligne
2024-09-06,Casablanca,A,T002102,C1680,F,29,Alimentation,Cereales,156.63,1,0,carte
2024-06-02,Tanger,E,T002103,C1241,F,32,Maison,Coussin,680.57,2,10,En ligne
2024-01-07,Agadir,B,T002104,C1589,F,39,Vetements,Robe,402.79,1,0,Especes
2024-04-25,Rabat,C,T002105,C1427,F,28,Maison,Table,492.51,1,5,Carte
2024-05-15,Casablanca,C,T002106,C1451,F,31,Alimentation,Huile,102.85,1,0,Carte
2024-09-25,Casablanca,A,T002107,C1441,,36,Alimentation,Cereales,133.38,2,0,Especes
2024-03-13,Casablanca,E,T002108,C1612,M,38,Alimentation,Cereales,143.91,3,5,En ligne
2024-03-24,Fes,D,T002109,C1236,F,36,Electronique,Souris,2651.48,3,15,En ligne
2024-05-03,Marrakech,E,T002110,C1226,M,34,Beaute,Parfum,139.07,2,10,Especes
2024-11-28,Fes,B,T002111,C1457,F,36,Sports,Chaussures Running,219.04,1,5,Especes
2024-11-24,Fes,E,T002112,C1094,M,46,Electronique,Clavier,344.73,1,10,En-ligne
2024-06-02,Fes,E,T002113,C1517,F,31,Sports,Tapis Yoga,684.41,1,0,Especes
2024-03-26,Marrakech,A,T002114,C1390,F,44,Alimentation,The,191.59,1,0,Especes
2024-04-16,Casablanca,C,T002115,C1502,F,22,Electronique,Souris,2765.37,1,5,Especes
2024-10-18,Fes,D,T002116,C1496,F,34,Alimentation,Cereales,28.74,1,0,CB
2024-01-22,Agadir,A,T002117,C1525,F,38,Alimentation,Cereales,78.76,1,5,Especes
2024-02-26,Casablanca,E,T002118,C1622,F,16,Electronique,Clavier,3145.71,1,0,En ligne
2024-04-30,Tanger,E,T002119,C1366,M,50,Alimentation,Huile,83.23,1,10,Carte
2024-07-26,Agadir,E,T002120,C1598,M,28,Alimentation,The,218.71,1,0,En ligne
2024-12-20,Agadir,D,T002121,C1613,M,31,Beaute,Shampooing,262.64,1,15,Carte
2024-09-03,Rabat,A,T002122,C1084,M,32,Electronique,Tablette,3459.29,1,10,Especes
2024-11-22,Fes,D,T002123,C1653,M,35,Beaute,Maquillage,134.79,2,5,Especes
2024-04-07,Fes,E,T002124,C1346,F,35,Alimentation,Cafe,201.9,2,0,Carte
2024-07-01,Fes,E,T002125,C1683,F,23,Alimentation,The,166.03,1,,Carte
2024-12-30,Marrakech,B,T002126,C1434,M,34,Vetements,Chaussures,216.21,1,5,Carte
2024-07-14,Casablanca,B,T002127,C1430,F,48,Maison,Coussin,221.92,3,10,Especes
2024-03-21,Rabat,A,T002128,C1461,F,31,Alimentation,Pates,179.81,1,0,En ligne
2024-07-10,Casablanca,D,T002129,C1199,M,62,Maison,Coussin,346.54,2,0,Carte
2024-07-24,Casablanca,D,T002130,C1390,F,25,Maison,Lampe,964.88,1,0,En ligne
2024-07-19,Rabat,C,T002131,C1349,M,31,Electronique,Smartphone,1933.9,2,,Especes
2024-11-20,Agadir,D,T002132,C1591,F,25,Electronique,Ecouteurs,2033.66,1,15,Carte
2024-08-18,Agadir,D,T002133,C1575,M,42,Maison,Tapis,493.09,1,0,En ligne
2024-11-11,Marrakech,E,T002134,C1163,M,,Maison,Miroir,1051.2,1,0,Carte
2024-02-24,Casablanca,C,T002135,C1681,M,25,Alimentation,Pates,142.27,1,5,En ligne
2024-11-11,Tanger,C,T002136,C1478,F,24,Sports,Velo appartement,210.73,1,0,Especes
2024-07-27,Fes,D,T002137,C1628,M,34,Electronique,Clavier,2415.83,1,0,Especes
2024-11-06,Fes,A,T002138,C1350,M,20,Electronique,Tablette,2167.64,2,5,En ligne
2024-06-15,Casablanca,E,T002139,C1673,F,32,Beaute,Parfum,672.49,2,0,Carte
2024-01-21,Casablanca,C,T002140,C1551,F,29,Sports,Chaussures Running,1734.82,1,0,Carte
2024-07-23,Marrakech,E,T002141,C1034,M,49,Alimentation,The,76.58,1,15,Especes
2024-10-06,Agadir,A,T002142,C1662,F,34,Beaute,Savon,432.11,2,0,En-ligne
2024-03-12,Fes,D,T002143,C1039,M,30,Alimentation,Cafe,214.65,1,0,Carte
2024-03-03,Rabat,A,T002144,C1311,F,39,Maison,Table,85.06,1,0,Carte
2024-09-01,Marrakech,C,T002145,C1610,M,32,Beaute,Shampooing,639.93,2,0,En ligne
2024-04-11,Agadir,B,T002146,C1486,M,38,Beaute,Creme,616.61,1,0,Carte
2024-11-01,Tanger,A,T002147,C1684,F,36,Electronique,Casque,2933.44,1,0,Especes
2024-01-11,Casablanca,B,T002148,C1290,F,43,Maison,Chaise,147.94,2,,CB
2024-05-30,Casablanca,A,T002149,C1324,F,46,Alimentation,Huile,26.99,2,5,Carte
2024-02-08,Fes,C,T002150,C1526,M,41,Electronique,Clavier,2725.56,1,,Carte
2024-04-24,Agadir,E,T002151,C1552,,39,Electronique,Souris,495.12,1,0,Especes
2024-12-09,Marrakech,E,T002152,C1041,M,25,Sports,Ballon,922.9,2,,Carte
2024-01-31,Agadir,A,T002153,C1179,M,48,Alimentation,Pates,85.11,1,0,En ligne
2024-10-04,Tanger,C,T002154,C1282,F,27,Alimentation,Pates,106.92,1,10,carte
2024-02-26,Agadir,D,T002155,C1115,F,32,Sports,Halteres,385.55,1,,Carte
2024-03-25,Fes,D,T002156,C1036,F,40,Maison,Miroir,601.07,1,0,Carte
2024-08-06,Tanger,C,T002157,C1686,F,25,Alimentation,The,64.73,2,0,En ligne
2024-03-07,Tanger,C,T002158,C1463,M,34,Vetements,Sweat,797.16,2,0,Especes
2024-06-20,Agadir,D,T002159,C1393,M,,Vetements,T-shirt,411.42,2,0,Carte
2024-01-12,Marrakech,B,T002160,C1383,M,29,Sports,Halteres,458.2,1,15,Especes
2024-05-11,Casablanca,E,T002161,C1650,M,33,Vetements,Sweat,486.67,1,0,Carte
2024-02-09,Marrakech,E,T002162,C1100,M,36,Sports,Raquette,385.26,2,5,Especes
2024-05-01,Marrakech,E,T002163,C1381,F,45,Sports,Velo appartement,522.79,1,5,En ligne
2024-07-28,Casablanca,C,T002164,C1133,M,46,Alimentation,Huile,126.86,3,0,Carte
2024-10-21,Marrakech,E,T002165,C1096,M,36,Electronique,Ecouteurs,814.54,2,0,En ligne
2024-01-11,Agadir,B,T002166,C1266,M,30,Vetements,Chaussures,834.13,2,5,Especes
2024-03-22,Agadir,E,T002167,C1553,F,33,Sports,Ballon,917.97,1,0,En ligne
2024-09-05,Marrakech,E,T002168,C1135,F,50,Electronique,Clavier,2916.83,1,0,Especes
2024-06-05,Fes,B,T002169,C1091,M,30,Electronique,Tablette,440.46,1,0,En ligne
2024-03-24,Fes,E,T002170,C1240,F,29,Vetements,Jean,822.35,2,0,Carte
2024-08-24,Marrakech,B,T002171,C1539,F,44,Vetements,Sweat,236.7,1,5,En ligne
2024-06-27,Fes,C,T002172,C1389,F,39,Beaute,Shampooing,314.59,1,0,Carte
2024-08-28,Rabat,D,T002173,C1461,M,43,Alimentation,Riz,217.41,2,0,Carte
2024-06-02,Casablanca,D,T002174,C1554,M,40,Sports,Tapis Yoga,650.89,2,10,En ligne
2024-09-08,Rabat,D,T002175,C1253,F,41,Electronique,Clavier,2905.16,1,15,Especes
2024-03-09,Fes,E,T002176,C1277,M,18,Vetements,Robe,204.42,1,5,Especes
2024-08-14,Casablanca,B,T002177,C1535,M,44,Sports,Halteres,873.46,1,0,Especes
2024-07-13,Fes,B,T002178,C1639,M,46,Maison,Miroir,1101.65,1,0,Carte
2024-06-22,Rabat,D,T002179,C1165,M,34,Maison,Miroir,424.96,2,5,Carte
2024-10-29,Fes,A,T002180,C1379,,52,Maison,Chaise,860.87,1,0,Especes
2024-06-12,Rabat,B,T002181,C1222,F,21,Maison,Chaise,351.6,1,0,En ligne
2024-03-28,Rabat,E,T002182,C1003,M,20,Sports,Halteres,1063.23,2,,En ligne
2024-10-28,Marrakech,B,T002183,C1133,M,16,Alimentation,Cereales,118.84,1,5,Carte
2024-04-21,Marrakech,E,T002184,C1643,M,39,Vetements,Veste,535.05,2,0,Carte
2024-05-31,Casablanca,A,T002185,C1173,F,23,Vetements,Veste,267.75,1,10,Carte
2024-07-13,Tanger,C,T002186,C1013,,34,Vetements,Sweat,440.6,1,0,Especes
2024-10-29,Agadir,B,T002187,C1280,M,33,Sports,Ballon,420.47,1,10,Especes
2024-01-10,Casablanca,E,T002188,C1637,M,26,Electronique,Tablette,1897.2,1,0,En ligne
2024-09-16,Tanger,E,T002189,C1085,M,,Electronique,Casque,900.22,1,0,Carte
2024-02-18,Tanger,D,T002190,C1080,M,34,Maison,Lampe,678.5,1,0,Especes
2024-06-12,Rabat,A,T002191,C1238,F,16,Beaute,Savon,643.14,1,0,Especes
2024-12-22,Rabat,A,T002192,C1033,F,23,Beaute,Creme,49.28,3,5,En ligne
2024-01-08,Fes,A,T002193,C1025,,43,Alimentation,Huile,42.25,1,0,CB
2024-07-06,Marrakech,B,T002194,C1547,F,23,Electronique,Ecouteurs,1491.23,2,10,En ligne
2024-01-15,Agadir,A,T002195,C1283,F,38,Alimentation,Riz,30.46,2,0,En ligne
2024-11-08,Tanger,B,T002196,C1292,M,34,Vetements,Veste,364.54,2,10,En ligne
2024-06-24,Agadir,B,T002197,C1286,F,42,Electronique,Smartphone,1541.7,2,10,Carte
2024-06-09,Casablanca,B,T002198,C1018,M,47,Electronique,Souris,2201.04,1,0,Especes
2024-02-03,Marrakech,E,T002199,C1681,F,17,Beaute,Creme,126.73,3,0,En ligne
2024-01-02,Tanger,C,T002200,C1399,M,21,Electronique,Ecouteurs,3144.34,2,5,Especes
2024-03-20,Tanger,C,T002201,C1629,F,26,Maison,Lampe,1194.88,1,15,Especes
2024-11-15,Fes,E,T002202,C1665,,29,Sports,Ballon,470.57,2,,Especes
2024-10-01,Agadir,D,T002203,C1442,F,37,Maison,Miroir,1175.04,1,,Carte
2024-11-14,Casablanca,C,T002204,C1551,M,37,Vetements,T-shirt,246.89,2,0,Carte
2024-10-05,Tanger,D,T002205,C1374,F,28,Maison,Tapis,615,1,15,Carte
2024-12-30,Agadir,C,T002206,C1398,F,39,Maison,Coussin,597.36,1,0,En ligne
2024-08-04,Casablanca,E,T002207,C1585,M,48,Beaute,Shampooing,240.33,3,10,Especes
2024-07-05,Casablanca,C,T002208,C1605,F,40,Electronique,Casque,1932.89,2,0,Especes
2024-12-01,Rabat,A,T002209,C1197,F,33,Alimentation,Pates,158.83,1,10,Especes
2024-05-25,Fes,C,T002210,C1273,F,27,Alimentation,Riz,197.89,3,0,Carte
2024-08-30,Marrakech,D,T002211,C1088,F,41,Alimentation,Huile,76.04,1,0,En ligne
2024-07-22,Rabat,D,T002212,C1116,F,31,Maison,Lampe,546.59,1,0,En ligne
2024-06-08,Casablanca,C,T002213,C1424,M,24,Vetements,Jean,795.75,1,5,Carte
2024-02-09,Rabat,E,T002214,C1387,F,39,Vetements,Veste,294.66,1,15,Carte
2024-08-17,Tanger,B,T002215,C1166,F,16,Sports,Ballon,1132.39,1,0,En ligne
2024-12-26,Casablanca,A,T002216,C1523,F,30,Sports,Ballon,396.31,2,5,En ligne
2024-05-20,Fes,B,T002217,C1195,F,40,Vetements,T-shirt,180.09,1,0,Especes
2024-10-11,Agadir,E,T002218,C1351,F,28,Sports,Halteres,1196.31,1,5,Carte
2024-08-20,Fes,C,T002219,C1326,F,41,Alimentation,Pates,89.14,1,15,Especes
2024-08-02,Tanger,A,T002220,C1607,M,32,Alimentation,Cereales,31.79,1,0,En-ligne
2024-10-30,Tanger,B,T002221,C1342,M,16,Vetements,Chaussures,156.46,2,0,En ligne
2024-05-10,Fes,E,T002222,C1309,F,27,Beaute,Parfum,607.33,2,0,En ligne
2024-03-12,Agadir,E,T002223,C1264,M,50,Vetements,Jean,235.38,1,0,Especes
2024-03-31,Fes,B,T002224,C1468,F,38,Electronique,Casque,2209.18,2,,En ligne
2024-11-17,Fes,E,T002225,C1117,M,41,Beaute,Maquillage,240.08,1,5,Especes
2024-04-23,Fes,C,T002226,C1598,F,35,Alimentation,The,174.23,1,0,Especes
2024-04-10,Marrakech,C,T002227,C1292,M,38,Beaute,Serum,440.95,1,0,En ligne
2024-07-27,Agadir,C,T002228,C1386,M,18,Maison,Coussin,821.8,1,0,Carte
2024-12-04,Marrakech,B,T002229,C1529,M,36,Alimentation,The,127.01,2,0,Especes
2024-04-25,Rabat,C,T002230,C1283,M,37,Alimentation,The,149.89,1,0,En ligne
